,class,neck_inclination,left_hip_angle,left_bicep_angle,right_hip_angle,right_bicep_angle,y1,x1,s1,y2,x2,s2,y3,x3,s3,y4,x4,s4,y5,x5,s5,y6,x6,s6,y7,x7,s7,y8,x8,s8,y9,x9,s9,y10,x10,s10,y11,x11,s11,y12,x12,s12,y13,x13,s13,y14,x14,s14,y15,x15,s15,y16,x16,s16,y17,x17,s17
1142,straight,4.9858270635378,110.32037536077804,103.91362376836024,114.398332974545,103.79322119367124,0.318107,0.5162991,0.5979278,0.28498214,0.5072709,0.6916738,0.28251395,0.5090317,0.71531624,0.28147852,0.46607947,0.6568166,0.27676535,0.46806118,0.7200116,0.43559968,0.452564,0.7228658,0.43866152,0.4331734,0.7863722,0.62173593,0.54169,0.49613035,0.63603765,0.545809,0.5807525,0.6009737,0.6421901,0.26277384,0.6039837,0.65819633,0.49329066,0.8083099,0.49780986,0.65319526,0.8534534,0.44816017,0.6864378,0.84818524,0.66520566,0.19432881,0.94049835,0.6600911,0.6451397,0.8798032,0.5703338,0.116726846,0.95596087,0.6472385,0.024363441
1143,straight,5.582969357534983,108.9466125828242,105.0036673183809,113.76101485328029,104.18588876905528,0.3169307,0.51560795,0.57945806,0.28241265,0.50698394,0.70448023,0.28034163,0.5090652,0.7014904,0.2778821,0.46565944,0.6399411,0.27452385,0.46847874,0.7038178,0.43515489,0.45020556,0.6863233,0.43988466,0.4332758,0.75461066,0.6237107,0.53989613,0.51510507,0.63503087,0.5448086,0.5779993,0.60508645,0.6410195,0.26142368,0.60351294,0.6579708,0.4861667,0.812026,0.49908718,0.6862699,0.8552505,0.44937786,0.70942867,0.843734,0.6541556,0.23957431,0.93628615,0.65466803,0.6248733,0.90037173,0.58433396,0.13142952,0.94866884,0.64759886,0.035395995
1144,straight,8.85851570374637,117.2453607262814,104.55937034306076,111.4974560113922,104.3437276105851,0.32227892,0.5158846,0.5649498,0.2870711,0.50722003,0.6818183,0.28492996,0.5088768,0.7057045,0.2795981,0.46657592,0.67223376,0.276227,0.46885583,0.7349879,0.43363374,0.44244224,0.6863279,0.4411807,0.43421093,0.7290748,0.62430876,0.5371192,0.4548352,0.63552344,0.5416981,0.52505094,0.60241866,0.6414765,0.23737893,0.60567665,0.6562621,0.50377303,0.81722206,0.49196535,0.6699163,0.85670626,0.4476626,0.679243,0.8807394,0.66753644,0.22411871,0.9307803,0.6551903,0.6513296,0.8974534,0.58541554,0.11978861,0.9466541,0.64602584,0.03783638
1145,straight,8.212015102506005,119.06128946053435,104.08693981854933,112.5826159761563,103.78387749488668,0.31868523,0.51740336,0.59607327,0.28210512,0.50929564,0.6363064,0.28011504,0.511205,0.6229612,0.27512056,0.46950975,0.61289865,0.27177578,0.47163296,0.62035364,0.4385783,0.445796,0.6600624,0.44162905,0.43781134,0.71036917,0.6256067,0.5384027,0.5419147,0.6359924,0.54462,0.58863705,0.603559,0.63990325,0.26833102,0.6067499,0.6537068,0.49717295,0.81589806,0.4969389,0.68307865,0.85927415,0.45303422,0.7117795,0.88211274,0.66640097,0.23083906,0.9362049,0.658848,0.6264182,0.89889514,0.6005172,0.099914484,0.94671893,0.6490081,0.034496203
1146,straight,7.852650594571123,120.25045271579025,103.9495505633945,113.04196668840716,103.98468505648503,0.32013583,0.5189697,0.5937171,0.28584573,0.5104143,0.5866987,0.2840754,0.5127216,0.58290994,0.27650926,0.4697052,0.67861176,0.27341342,0.4729023,0.65574026,0.43662143,0.44750664,0.6415102,0.4416872,0.4394346,0.71683407,0.62400514,0.53951603,0.547599,0.6352524,0.54371995,0.5875907,0.6022748,0.64000195,0.3077102,0.60691047,0.6546722,0.4971545,0.81462425,0.4998559,0.66364354,0.8575241,0.45180735,0.6882212,0.88071704,0.6604814,0.19624706,0.93855566,0.6592392,0.6057661,0.8845215,0.572327,0.0973014,0.9498904,0.64973086,0.033486407
1147,straight,11.922294631645382,118.50364549593785,101.94612630623551,114.17045054307668,100.88043921079512,0.318526,0.5211217,0.5480147,0.28611994,0.5127845,0.5846445,0.28448054,0.51425695,0.550687,0.28026736,0.47336945,0.7423093,0.27773353,0.47576275,0.67518777,0.4339499,0.4407476,0.7091371,0.44225544,0.44496533,0.7285278,0.6299139,0.53863186,0.52216005,0.639034,0.5467935,0.58961207,0.6057159,0.63155586,0.23907432,0.6068087,0.6557234,0.5485436,0.8225814,0.49774835,0.65059674,0.86211467,0.46052203,0.6469144,0.8822559,0.66029304,0.14751141,0.94287103,0.6599151,0.501282,0.8877403,0.5743026,0.08847713,0.9453982,0.6610682,0.046241052
1148,straight,11.289657916473663,118.8088866499457,102.26470681969244,110.7665438079308,103.94239935533348,0.3213566,0.5252881,0.4979288,0.28731036,0.51674026,0.59757024,0.28577793,0.5185698,0.5670433,0.27744544,0.47577173,0.66517055,0.2755475,0.47884685,0.6184855,0.43732655,0.4436843,0.69343764,0.4430922,0.4440906,0.7467994,0.63160664,0.53998804,0.57321507,0.6343164,0.5472341,0.6372646,0.6064042,0.6403033,0.23330492,0.6063216,0.6562717,0.5262894,0.82401407,0.49880704,0.603139,0.87070936,0.45708498,0.65482,0.88541174,0.6613258,0.18020615,0.9415672,0.6625683,0.5571198,0.8807955,0.5753854,0.07310704,0.94731164,0.6626894,0.04325622
1149,straight,12.693740000790408,102.85296369214896,101.47687181968814,111.0801792644286,100.48518299371564,0.325545,0.52597445,0.55126023,0.28982964,0.51720285,0.59459823,0.2884661,0.5192263,0.6064756,0.27844816,0.47626644,0.6672708,0.27670553,0.4797108,0.66139,0.43285593,0.4413003,0.7048326,0.4393314,0.44647774,0.7182805,0.63336873,0.54009956,0.52717745,0.6355612,0.54624695,0.6446075,0.60664177,0.6415861,0.22903696,0.6016269,0.661065,0.47693205,0.82493633,0.4969761,0.62453985,0.8640951,0.46115994,0.56504387,0.83829725,0.6570606,0.20642169,0.933535,0.66168463,0.5243387,0.88778377,0.57452345,0.10367872,0.9390361,0.64993566,0.058284726
1150,straight,19.190145843766768,73.23841092275423,55.95075134096673,109.57330975992956,70.29022123922076,0.34730527,0.6349787,0.322768,0.3120369,0.6275773,0.54404235,0.31198132,0.62913644,0.5075113,0.30429506,0.5875401,0.59074074,0.30142313,0.5905277,0.7256567,0.42406762,0.54562044,0.62735,0.422998,0.53524834,0.6821787,0.6742141,0.5809703,0.30147383,0.6719105,0.5803651,0.2514185,0.58628416,0.6783088,0.2503591,0.59284186,0.71740764,0.1911505,0.84836215,0.5512871,0.43867418,0.86584795,0.5393348,0.23501247,0.8069956,0.68227184,0.16176477,0.9282751,0.7201787,0.20377876,0.9033977,0.62549514,0.17584571,0.9299208,0.6818629,0.0723966
1151,straight,23.19454054467519,73.70014537102543,60.21138236408567,110.73216746583812,68.38419547962616,0.34667918,0.6352761,0.32388514,0.3120365,0.62826246,0.55489343,0.31204963,0.62997645,0.51008266,0.3026468,0.5893013,0.60461545,0.30132622,0.5933804,0.731521,0.42350703,0.5372134,0.6540285,0.42393383,0.5361206,0.6522428,0.6598183,0.58085406,0.24088722,0.66565055,0.57660806,0.2639897,0.5799085,0.6752413,0.24063407,0.5950209,0.6935788,0.19991846,0.82886714,0.5515783,0.4825942,0.8594119,0.5392286,0.29058635,0.7900758,0.6686708,0.16980395,0.9264259,0.7201652,0.15081285,0.8963814,0.61113477,0.18188675,0.92657626,0.6823663,0.07711237
1152,straight,18.2892139415912,74.1887634438698,57.389073066955525,105.62453151393508,73.2544072257904,0.3388173,0.63690585,0.31362075,0.30552185,0.6289139,0.60158676,0.3056865,0.6308281,0.57237077,0.30013222,0.58862895,0.6125586,0.2988562,0.59376425,0.7617704,0.42349446,0.5476298,0.67988104,0.42251801,0.53403246,0.52509487,0.66820836,0.58095384,0.20354782,0.66651624,0.5807291,0.2951921,0.5865273,0.6770459,0.23788725,0.5938726,0.7198023,0.20725264,0.8448178,0.53888893,0.47233778,0.8617438,0.51583326,0.2884118,0.8074207,0.6822255,0.16177191,0.9287204,0.72200024,0.23048075,0.9044775,0.6253123,0.1990985,0.93167436,0.67815447,0.08568395
1153,straight,18.489513946790765,73.84091556981939,57.41381201212931,104.86061583640416,71.55545231126308,0.3446473,0.6369308,0.32675323,0.30826628,0.6286035,0.58692586,0.30857083,0.631031,0.55732083,0.3000825,0.589276,0.6519301,0.2997506,0.59555155,0.76759523,0.42641813,0.54679507,0.69164705,0.42687452,0.53699535,0.6137345,0.6666939,0.57944155,0.21487483,0.6651334,0.57909846,0.35481843,0.5857198,0.67484313,0.24115369,0.59516245,0.70815194,0.19055904,0.8450414,0.53073907,0.48278308,0.86253154,0.504429,0.32868105,0.8080219,0.67962986,0.15747526,0.93705714,0.71921366,0.21981019,0.89885104,0.6048219,0.18249065,0.92846674,0.6661054,0.07743187
1154,straight,20.62664798137273,77.41174529809123,62.13362982295904,108.33136963295696,73.47205803388202,0.34262812,0.63823503,0.3464488,0.3063572,0.6293606,0.6281714,0.3065166,0.63197756,0.59716326,0.30007133,0.59017485,0.67144203,0.29961625,0.5966411,0.7788043,0.42670485,0.54223895,0.7215021,0.42761403,0.5385917,0.6559089,0.6644081,0.5797959,0.27792734,0.6654972,0.58085316,0.35256192,0.58989656,0.67923516,0.27709827,0.5959009,0.7198228,0.17055187,0.84100556,0.5387704,0.4751827,0.8600898,0.5156959,0.28400704,0.81022376,0.68224984,0.15846413,0.939969,0.7199239,0.21081571,0.901657,0.6242786,0.17042714,0.94822377,0.6879575,0.05209649
1155,straight,21.699687681251085,84.38335353486909,63.24557095945877,107.59885233504062,74.0851972854849,0.34472677,0.640984,0.33439127,0.30875733,0.6306175,0.5903321,0.3085119,0.6323134,0.5810401,0.29884535,0.5916604,0.69287276,0.29853505,0.5968106,0.77841336,0.42555928,0.5409469,0.7484262,0.42632353,0.5416233,0.6404231,0.65907675,0.5798164,0.27596244,0.66461015,0.5810713,0.47470567,0.58894956,0.6756162,0.29474556,0.60456204,0.70801926,0.17404051,0.8436693,0.53970206,0.50754726,0.8619299,0.51942503,0.3041841,0.82992476,0.683867,0.1547125,0.93749654,0.7213643,0.26623893,0.902795,0.6234726,0.17645858,0.9446156,0.6892844,0.0614018
1156,straight,19.563963322332484,85.40281391000686,61.52128970348905,107.98104923042702,74.18400963220748,0.3473152,0.6411236,0.2835381,0.30827022,0.630229,0.58563465,0.30796838,0.63207185,0.5607236,0.2994108,0.5912058,0.6715801,0.2983482,0.5963995,0.75605816,0.42381272,0.546748,0.7154853,0.42541486,0.5412826,0.56253386,0.6611672,0.5799787,0.22475557,0.66466093,0.5810792,0.42486212,0.58697504,0.6804321,0.25383186,0.60343987,0.7108266,0.17474738,0.8432037,0.5404709,0.5024589,0.860541,0.52020115,0.3318586,0.8330337,0.6960645,0.162538,0.9361408,0.7196929,0.26604974,0.905385,0.6242634,0.17427409,0.9466066,0.6910677,0.07329617
1157,straight,19.23142504333569,75.64911252993188,61.68643001724162,109.01102126669744,73.4150054637449,0.3512804,0.64106816,0.31778073,0.31212187,0.6299818,0.5279468,0.3119602,0.63186675,0.50791204,0.30155236,0.5911221,0.6840221,0.3012889,0.5963501,0.7576679,0.42546302,0.5476534,0.71793777,0.42641327,0.5418935,0.6896502,0.6590817,0.5808057,0.23525257,0.66389483,0.5809289,0.41688758,0.5857416,0.68031687,0.2779312,0.5964489,0.71970886,0.18375708,0.84316707,0.5398961,0.46897787,0.861933,0.52743685,0.28912264,0.80936784,0.68302244,0.16170515,0.9350575,0.7188088,0.20584197,0.90657663,0.6251652,0.20064142,0.9315602,0.67975825,0.07769161
1158,straight,20.047750802685524,81.568960426987,60.89242052622764,110.96719427517824,69.41599117640497,0.35019752,0.64130825,0.33503422,0.30981866,0.6302299,0.5408987,0.30972084,0.6325102,0.4917714,0.30161083,0.59122944,0.6581598,0.30094618,0.59770626,0.70909005,0.42455417,0.54611254,0.6964419,0.4234807,0.5460116,0.5330658,0.6588,0.5800314,0.27887985,0.6639573,0.5821396,0.3371974,0.5880365,0.6727647,0.2793718,0.6011123,0.69492036,0.17676882,0.8261479,0.53866524,0.42227602,0.8460948,0.5284183,0.2726993,0.8075851,0.6822058,0.18086216,0.9277984,0.7176678,0.10741753,0.90062106,0.62663513,0.19064851,0.9249866,0.69394785,0.07145813
1159,straight,18.513811115939184,77.42049477041802,62.63809393467783,104.0479462685777,73.64452714061402,0.35169122,0.64040464,0.36432752,0.31707448,0.62984914,0.50670284,0.31336915,0.6323124,0.43008852,0.3040988,0.59083647,0.6476244,0.30249593,0.5978678,0.7326728,0.428258,0.54902846,0.7198439,0.42635506,0.54118794,0.5557172,0.656662,0.58273077,0.18279251,0.6627515,0.5815559,0.36115563,0.58694005,0.6795605,0.24877788,0.5969894,0.7161136,0.16996013,0.8385722,0.53827757,0.45184055,0.8565891,0.5075614,0.29724458,0.81046337,0.6818332,0.1751645,0.9262816,0.7156448,0.13047813,0.90271413,0.62546384,0.18681209,0.927014,0.67031354,0.08630897
1160,straight,18.24984615886928,77.22248075619018,59.21528123590935,108.38380499521516,70.68737624888948,0.34663278,0.6409406,0.3702077,0.3093698,0.6297967,0.54608387,0.30893332,0.6322705,0.50189483,0.30255973,0.59022725,0.6510121,0.30098724,0.5972857,0.7377633,0.42881876,0.54836214,0.7157272,0.4278245,0.54107946,0.5220556,0.66076297,0.57993746,0.2360032,0.664564,0.58114654,0.37710938,0.5843029,0.6759339,0.27246025,0.60220015,0.69403166,0.16026522,0.83790886,0.53741235,0.41753176,0.8574705,0.5156205,0.26262107,0.8091213,0.6822125,0.16644199,0.9377152,0.7165013,0.1583994,0.90486014,0.62693477,0.20344861,0.9254637,0.65718406,0.09609904
1161,straight,18.472957139594172,80.01336435294908,61.39251331687763,104.76364764075748,71.49139879722671,0.35054612,0.6403617,0.34499037,0.3162907,0.6293623,0.5109923,0.31290805,0.63172925,0.43822044,0.30540085,0.58994263,0.611489,0.30427825,0.5968421,0.72615653,0.42836377,0.54863554,0.7244567,0.42786127,0.5423493,0.5119209,0.65925664,0.5805752,0.24744277,0.6631412,0.5816453,0.34209067,0.587316,0.67785674,0.2601518,0.60286677,0.6950503,0.15668032,0.8280796,0.53712434,0.4175639,0.8570435,0.51438355,0.278245,0.80656505,0.6839363,0.17665307,0.9249765,0.7175105,0.17920664,0.905477,0.62615436,0.19311722,0.9308442,0.6818799,0.08658021
1162,straight,16.57930683738615,80.51312929451892,59.39289347508636,86.85817695797483,73.93399055763915,0.34813493,0.6406239,0.35334432,0.31082702,0.62929595,0.4906899,0.31047124,0.63174504,0.45983654,0.3041111,0.58980405,0.6005817,0.3028177,0.5967132,0.7113619,0.43070436,0.5519077,0.6553019,0.42789662,0.541309,0.52424073,0.6626361,0.5795915,0.17931186,0.6611668,0.57980394,0.3382133,0.58779466,0.6774311,0.23991062,0.5976398,0.71337074,0.16314593,0.8270537,0.5383274,0.42862538,0.85480684,0.50587827,0.28243694,0.8080489,0.68220824,0.16081096,0.86025375,0.70057905,0.11898966,0.9022204,0.61413926,0.1735383,0.9251572,0.6576708,0.08923463
1163,straight,16.638244871656923,84.30270949133875,59.42450359056518,106.40695017392754,71.7793459122561,0.3458621,0.6402698,0.43368444,0.31110567,0.629847,0.5316795,0.31038922,0.63185465,0.50964546,0.30239308,0.5895118,0.6514934,0.3006075,0.5959278,0.78778625,0.42866343,0.5515698,0.73138666,0.42671737,0.541506,0.6326333,0.6647798,0.58001834,0.19973208,0.6656513,0.57969266,0.3699827,0.5888407,0.6791786,0.26198202,0.5963095,0.7140346,0.18662322,0.83601946,0.5273489,0.41064197,0.8555211,0.5043719,0.2746617,0.8298308,0.6817984,0.16232322,0.9376402,0.7143857,0.17474748,0.9056632,0.62579846,0.19631842,0.93242043,0.6911087,0.072569564
1164,straight,16.522145369092346,80.8952647182028,58.21810093784416,108.90310427781122,71.4859346458907,0.34841365,0.6399572,0.3792557,0.311203,0.62912065,0.51241535,0.31064028,0.6314344,0.48857233,0.30332112,0.5893808,0.60369354,0.3018164,0.59696764,0.7366058,0.4304378,0.55146664,0.6827536,0.42777312,0.5411145,0.6079715,0.66433936,0.5800446,0.16674191,0.6646675,0.5792727,0.3233332,0.58478916,0.67917013,0.25238177,0.59474444,0.7126573,0.17850116,0.82614267,0.5380632,0.44783053,0.845899,0.51697415,0.3001084,0.80819213,0.6808631,0.18337049,0.9263095,0.7139415,0.16001748,0.9071138,0.62833226,0.21089435,0.9336076,0.6913195,0.08362288
1165,straight,17.014629248500526,73.89051640357202,58.4603950684612,106.13128373902582,72.46642196162436,0.3459069,0.6389008,0.34901842,0.31053966,0.628863,0.5084499,0.30959585,0.6304895,0.48323795,0.30282694,0.58934003,0.61097276,0.30113196,0.5962178,0.7375563,0.42982218,0.5502641,0.7071556,0.42744642,0.5407676,0.5967677,0.6625938,0.5800149,0.18148567,0.66395134,0.5793616,0.34223667,0.5841459,0.6775037,0.2612311,0.5968809,0.71212876,0.1476041,0.827127,0.53769684,0.42444485,0.8566975,0.5149347,0.2766212,0.7938141,0.6684099,0.17003182,0.92746395,0.7139418,0.11546925,0.9047658,0.62550664,0.18428902,0.92928016,0.69055945,0.06490501
1166,straight,16.26824525406721,74.47192259629102,59.30542607257517,90.3751984559653,72.70963133759018,0.3443153,0.63966554,0.36993933,0.3092019,0.6291403,0.49920452,0.30833882,0.63037056,0.49479207,0.30201903,0.5890696,0.58406794,0.30044302,0.5962372,0.724514,0.42912573,0.55177414,0.6686048,0.4284137,0.5404268,0.59442514,0.6632236,0.58061534,0.14949937,0.6644223,0.57912105,0.2914433,0.5870244,0.6791413,0.25457886,0.5973805,0.71299255,0.18928978,0.8265281,0.53824013,0.4307375,0.84716904,0.51518166,0.28194258,0.7950475,0.6685885,0.17568898,0.85942423,0.6984751,0.11316022,0.90739036,0.6277039,0.19179817,0.93057513,0.6773364,0.07121695
1167,straight,16.384722284205846,72.93935792013438,59.558798770025966,77.70239033784279,73.90850712184584,0.34665924,0.63951266,0.38088343,0.3107363,0.6288701,0.5123592,0.309727,0.6304977,0.48372307,0.30251268,0.589108,0.5964776,0.30112442,0.5967323,0.7110747,0.4309342,0.55114156,0.71020114,0.4287212,0.5419301,0.58092815,0.66384923,0.5803233,0.17411226,0.6645485,0.57901925,0.28125268,0.5877144,0.6792488,0.26030198,0.5988664,0.7196869,0.17583857,0.8291325,0.5369031,0.4221955,0.85866046,0.5129847,0.2522709,0.79383487,0.66851825,0.1856973,0.8310052,0.69923043,0.11183069,0.90593475,0.62707484,0.1955002,0.9320439,0.7061859,0.07577571
1168,straight,17.25659502888176,80.44359113857902,59.06768084794537,103.65149476839348,73.29018375666293,0.3481297,0.63952696,0.38671225,0.31272393,0.6295492,0.48402932,0.31186125,0.63111794,0.4684344,0.30281508,0.5897562,0.6272298,0.30153424,0.5963873,0.75426203,0.4279725,0.5506634,0.7077579,0.4263067,0.54099,0.61789405,0.66561806,0.58043134,0.14425915,0.6649091,0.5793333,0.2831713,0.5877825,0.6797983,0.24265319,0.59772074,0.718077,0.17517005,0.82837427,0.53703135,0.40794033,0.857824,0.5060701,0.2796357,0.80906653,0.6816115,0.17395948,0.9261738,0.7130074,0.13809495,0.9062106,0.62496215,0.18034813,0.93355954,0.7080241,0.067793034
1169,straight,17.31477752456257,72.20729141470325,58.00960941342952,103.12839790061888,71.2342694957324,0.34544894,0.63904864,0.36356533,0.31111693,0.62945414,0.46381328,0.31014952,0.6310768,0.4354568,0.30358556,0.5891273,0.57780886,0.3019563,0.59662515,0.70072204,0.42975277,0.5495777,0.62476385,0.42742655,0.540019,0.61586004,0.6686234,0.5795252,0.32795942,0.67020726,0.57948774,0.30719832,0.58854115,0.67793876,0.25076473,0.59808433,0.7151341,0.15264401,0.8450606,0.5279046,0.40594158,0.86247504,0.50796056,0.3097686,0.8081465,0.6675656,0.15521947,0.92704153,0.71471477,0.13675706,0.9032482,0.60168004,0.207458,0.9309003,0.68073875,0.07143694
1170,straight,16.928638433519705,76.29938752005212,59.4014721926839,103.5377447979561,72.20016752739893,0.3468305,0.63902116,0.3694007,0.31208184,0.62919426,0.4650544,0.3115049,0.63061714,0.44974828,0.30344573,0.58963436,0.6120232,0.3022798,0.5962953,0.75198966,0.4298491,0.5509492,0.62428296,0.42794335,0.5394397,0.6227982,0.6647759,0.5803711,0.16799104,0.6680028,0.5794097,0.3309218,0.5883688,0.67909855,0.24519344,0.59828883,0.7147509,0.17582394,0.8402991,0.53629863,0.37565926,0.860031,0.5061013,0.27541515,0.8102628,0.6818969,0.17495947,0.9271699,0.71335196,0.12933019,0.911101,0.62567323,0.19272007,0.9337298,0.68005776,0.07432952
1171,straight,16.720994232200432,68.15083523644351,57.55125590879748,78.11395021647107,71.9688495107781,0.34832662,0.6393144,0.3549756,0.31584525,0.62873703,0.46462616,0.31162155,0.6307925,0.4280909,0.30370516,0.5894865,0.59347975,0.3024742,0.5964278,0.7341484,0.43049046,0.551189,0.59691703,0.4286387,0.5390819,0.5557391,0.6685209,0.58012205,0.16150434,0.668384,0.57950276,0.28912833,0.58901775,0.67698264,0.21153858,0.5980675,0.7139991,0.15452045,0.84198034,0.52866876,0.390604,0.8608253,0.51625067,0.29187492,0.7951424,0.66691375,0.17865255,0.8323683,0.69876313,0.11241655,0.9096376,0.6251048,0.20703548,0.93096995,0.6802753,0.0766483
1172,straight,16.06224440876472,73.85336700467633,57.89936333003635,79.98038819963627,72.72567545195054,0.34187162,0.63898784,0.3870493,0.30844057,0.62931865,0.5425356,0.3072529,0.63067704,0.50892216,0.30221865,0.58858085,0.57688224,0.3002798,0.595451,0.736969,0.42922992,0.5518114,0.6514857,0.42726585,0.53871393,0.5502271,0.6681509,0.57989377,0.1986177,0.66793555,0.57656336,0.2086725,0.5877546,0.67987114,0.24266616,0.5973516,0.7199339,0.20793563,0.8278905,0.537589,0.39037535,0.8568954,0.5145786,0.22162208,0.7953943,0.66692895,0.16440949,0.8347797,0.6999287,0.09509102,0.90646577,0.63703305,0.19531883,0.9318237,0.689884,0.06320503
1173,straight,15.95095321638367,79.9023464581797,57.63390802794381,106.40200511696844,69.4240712901931,0.34204668,0.6387721,0.37061578,0.3087195,0.6290993,0.55511343,0.30802205,0.6309504,0.5270546,0.30134922,0.5891493,0.58227533,0.30074978,0.59740895,0.70822114,0.42886132,0.55250454,0.657086,0.42616284,0.53779,0.6768486,0.6659328,0.5796377,0.41247007,0.6682181,0.57859343,0.3541907,0.5876012,0.6767315,0.24809602,0.59684277,0.70150286,0.15957525,0.82843626,0.5378768,0.3988478,0.8578853,0.51269746,0.245495,0.8083517,0.6807661,0.14686756,0.92992616,0.71358585,0.11965372,0.9083427,0.6361547,0.1766919,0.93397474,0.6901306,0.06152857
1174,straight,16.402930669375397,67.9962065838236,57.48885530054024,78.84349638209846,68.25190837578135,0.34650534,0.6403728,0.37730294,0.3109452,0.6296975,0.5060936,0.30990463,0.6318002,0.469156,0.30381495,0.58919454,0.59600955,0.3016212,0.59560245,0.7273481,0.43053517,0.55168706,0.593265,0.42829213,0.53748745,0.51539725,0.6657614,0.5795004,0.1568329,0.66576815,0.5786322,0.2837337,0.58646756,0.67653555,0.22051555,0.5963097,0.6916347,0.15709746,0.8408723,0.5373396,0.41341984,0.86025727,0.5161506,0.26569384,0.7929892,0.66888833,0.16988954,0.8332622,0.70054865,0.11266628,0.898781,0.615314,0.20237347,0.92521226,0.6694616,0.08683075
1175,straight,16.850427633865532,73.091643817869,58.87646287194169,82.84350104686806,68.58011945596797,0.3457914,0.63920563,0.34448585,0.3095683,0.62855905,0.50669795,0.30887222,0.630795,0.46208408,0.30380318,0.58841336,0.5559137,0.30317965,0.5963893,0.7048739,0.4298135,0.5500375,0.6413993,0.42806587,0.5388481,0.528257,0.66488856,0.5785346,0.16407984,0.6664934,0.57855743,0.31789306,0.5886966,0.67593133,0.2460996,0.60050464,0.68892366,0.17020702,0.8280224,0.5376188,0.41694927,0.84843624,0.51798075,0.29256386,0.79275936,0.6681095,0.16193408,0.83466,0.7005747,0.10177719,0.900174,0.6153818,0.19364412,0.9269519,0.6665789,0.07669799
1176,straight,16.163299325527817,73.78233986749736,57.66023157700504,84.55195675453086,67.40000620136234,0.34513485,0.63902193,0.34402224,0.30819598,0.62808347,0.51521087,0.3076396,0.6303882,0.47385237,0.30227655,0.5878395,0.54079086,0.3018104,0.59614676,0.6934921,0.42995596,0.55063117,0.65231323,0.42861515,0.5377724,0.5211161,0.66449654,0.5796099,0.14378989,0.666386,0.57936686,0.27633622,0.58606184,0.67515475,0.23767452,0.59668714,0.6886769,0.1485293,0.82492083,0.53824764,0.42227477,0.84502286,0.52642363,0.30465236,0.7915411,0.66804785,0.17250909,0.8333014,0.6989414,0.10963148,0.90269005,0.62663954,0.1838173,0.92576665,0.66792315,0.0779667
1177,straight,16.19769977219313,73.65031914103018,57.12126476469391,83.39650048282897,71.76860202469167,0.34598884,0.6384647,0.35744426,0.3109435,0.62837833,0.52101624,0.31035137,0.630889,0.47123277,0.30384344,0.588456,0.5738071,0.30318943,0.5976793,0.7190783,0.4301803,0.55155617,0.69856936,0.42858624,0.5392572,0.6239722,0.6643206,0.5781627,0.16126181,0.6654961,0.57797,0.28199098,0.58272964,0.6776285,0.24185829,0.5955551,0.71225715,0.1551809,0.8245113,0.5358937,0.37755096,0.845629,0.51483315,0.26964125,0.7914759,0.6676551,0.14891657,0.83505195,0.70099694,0.09558186,0.9032266,0.6351881,0.16809498,0.9300522,0.69032925,0.059810616
1178,straight,15.983078966001692,72.78566500343076,57.08039291270055,82.47199339753273,68.12207330984859,0.34332955,0.6379141,0.33260378,0.30763683,0.6285475,0.5363447,0.30717814,0.63087696,0.50128466,0.3023892,0.5883333,0.5509249,0.30135536,0.5971831,0.69715774,0.43083155,0.55134284,0.63995045,0.42830393,0.53798324,0.5478805,0.66622686,0.57817817,0.18788746,0.6669199,0.57834667,0.30224276,0.58590996,0.6758765,0.25261799,0.600097,0.6874815,0.1721499,0.8285419,0.5376807,0.4007672,0.8486163,0.5167224,0.26275465,0.79308224,0.66777307,0.16662467,0.8336956,0.7008724,0.10673702,0.9013855,0.6245684,0.18189463,0.9274191,0.66776395,0.07430974
1179,straight,16.8450512835432,69.1909705941989,58.80687007448844,87.16905984823713,72.50730064380689,0.34376228,0.6391996,0.37132776,0.31029713,0.62925863,0.53384596,0.3096681,0.6314568,0.49360457,0.30303043,0.58902454,0.5877993,0.3022858,0.5976013,0.7156983,0.4318684,0.5498008,0.70328265,0.4296533,0.53858525,0.59951186,0.66513216,0.57787436,0.24153386,0.66755295,0.57827115,0.33798936,0.58812237,0.67624503,0.2906268,0.5983525,0.71429914,0.15443566,0.84046054,0.5277855,0.42376566,0.8601975,0.5144252,0.2816489,0.79588956,0.6672359,0.16233061,0.8614396,0.70128715,0.100317,0.9062946,0.6252855,0.184608,0.9321098,0.6775901,0.06684422
1180,straight,16.24216402623485,73.82190715335925,59.703448516268494,80.30482218521186,74.4397660656786,0.3467601,0.638682,0.38452473,0.31146187,0.62883085,0.55974185,0.31047472,0.63085794,0.51986927,0.30291846,0.58931994,0.60679126,0.3013167,0.5966378,0.743256,0.43114567,0.5517594,0.6740138,0.42951834,0.5380263,0.6070962,0.6641994,0.5787317,0.23595232,0.66511893,0.5790247,0.25377843,0.5883772,0.6797238,0.2632153,0.5986128,0.7188859,0.15237863,0.8298042,0.5382573,0.42545173,0.857722,0.51455134,0.23696524,0.7974348,0.6658213,0.16837579,0.836481,0.6993394,0.08804581,0.9064038,0.6255836,0.20140797,0.9323454,0.7065858,0.05746507
